id,population
MG449436_B_liederi,North_America
MG449441_B_liederi,North_America
MG449478_B_liederi,North_America
MG449481_B_liederi,North_America
MG449492_B_liederi,North_America
MG449530_B_liederi,North_America
MG449575_B_liederi,North_America
MG449583_B_liederi,North_America
MG449616_B_sp,North_America
MG449668_B_liederi,North_America
MG449685_B_liederi,North_America
MG449712_B_liederi,North_America
MG449713_B_longirostris,North_America
MG449716_B_liederi,North_America
MG449744_B_liederi,North_America
MG449799_B_liederi,North_America
MG449821_B_liederi,North_America
MG449841_B_liederi,North_America
MG449847_B_liederi,North_America
MG449850_B_longirostris,North_America
MG449851_B_longirostris,North_America
MG449857_B_liederi,North_America
MG449875_B_liederi,North_America
MG449888_B_liederi,North_America
MG449897_B_liederi,North_America
MG449952_B_longirostris,North_America
MG449967_B_longirostris_FREYI2_AK,North_America
MG449969_B_liederi,North_America
MG449972_B_liederi,North_America
MG449982_B_longirostris,North_America
MG450021_B_longirostris,North_America
MG450033_B_longirostris,North_America
MG450047_B_liederi,North_America
MG450050_B_liederi,North_America
MG450086_B_longirostris,North_America
MG450143_Eubosmina_huaronensis,Central_America
MG450147_B_longirostris,Central_America
MG450151_B_liederi_AK,North_America
MG450153_B_liederi,North_America
MG450170_B_liederi,North_America
MG450174_B_liederi,North_America
MG450204_B_liederi,North_America
MG450208_B_liederi,North_America
MG450272_B_liederi,North_America
MG450291_B_liederi,North_America
MG450294_B_liederi,North_America
MG450318_B_liederi,North_America
MG936043_B_sp,North_America
MG936238_B_sp,North_America
MG936240_B_sp,North_America
MG936261_B_sp,North_America
MG936530_B_sp,North_America
MG936534_B_sp,North_America
MH321381_Eubosmina_longispina,Europe
MH321382_Eubosmina_longispina,Europe
MH321383_Eubosmina_longispina,Europe
MH321384_Eubosmina_longispina,Europe
MH321385_Eubosmina_longispina,Europe
MH321386_Eubosmina_longispina,Europe
MH321387_Eubosmina_longispina,Europe
MH321388_Eubosmina_longispina,Europe
MH321389_Eubosmina_longispina,Europe
MH321390_Eubosmina_longispina,Europe
MH321391_Eubosmina_longispina,Europe
MH321392_Eubosmina_longispina,Europe
MH321393_Eubosmina_longispina,Europe
MH321394_Eubosmina_longispina,Europe
MH321395_Eubosmina_longispina,Europe
MH321396_Eubosmina_longispina,Europe
MT757463_Bosminopsis_zernowi,Asia_ME
MT757464_Bosminopsis_zernowi,Asia_ME
MT888232_Eubosmina_tubicen,Central_America
MT888247_Eubosmina_tubicen,Central_America
MT888279_Eubosmina_tubicen,Central_America
MT888325_Eubosmina_tubicen,Central_America
MT888336_Eubosmina_tubicen,Central_America
MT888361_Eubosmina_tubicen,Central_America
MT888366_Eubosmina_tubicen,Central_America
MT888464_Eubosmina_tubicen,Central_America
MT888481_Eubosmina_tubicen,Central_America
MW770308_B_fatalis,Asia_ME
MW786945_B_fatalis,Asia_ME
MZ517301_Eubosmina_tubicen,Central_America
MZ517335_Eubosmina_tubicen,Central_America
MZ517466_Eubosmina_tubicen,Central_America
MZ517641_Eubosmina_tubicen,Central_America
MZ517674_Eubosmina_tubicen,Central_America
MZ517739_Eubosmina_tubicen,Central_America
MZ517828_Eubosmina_tubicen,Central_America
MZ517857_Eubosmina_tubicen,Central_America
MZ517893_Eubosmina_tubicen,Central_America
MZ517899_Eubosmina_tubicen,Central_America
MZ517920_Eubosmina_tubicen,Central_America
MZ517951_Eubosmina_tubicen,Central_America
MZ964905_B_sp1,North_America
MZ964907_B_sp1,North_America
OP829920_B_liederi,North_America
OP829924_B_cf_longispina,Europe
OP829953_B_liederi,North_America
OP829977_B_cf_coregoni,North_America
OP830017_B_cf_longispina,North_America
OP830043_B_cf_coregoni,North_America
OP830059_B_liederi,North_America
OP830104_B_liederi,North_America
OP830119_B_cf_longispina,North_America
OP830153_B_cf_longispina,North_America
OP830155_B_liederi,North_America
OP830166_B_cf_longispina,North_America
OP830246_B_cf_coregoni,North_America
OP830253_B_liederi,North_America
OP830292_B_cf_longispina,Europe
OP830311_B_liederi,North_America
PV786644_B_sp,Central_America
KU315494_Bosminopsis_deitersi,South_America
